accuracy_delta,accuracy_safe,all_safe,best_low_cost_accuracy_delta,best_low_cost_brier_delta,best_low_cost_cost,best_low_cost_ece_delta,best_low_cost_policy,best_safe_accuracy_delta,best_safe_brier_delta,best_safe_cost,best_safe_ece_delta,best_safe_policy,branch_accuracy,brier,brier_delta,calibration_safe,cost_budget,dense_recompute_rate,ece,ece_delta,low_cost,lowest_cost_safe_cost,lowest_cost_safe_policy,mechanism,nll,nll_delta,policy,row_type,safe_policy_count
,,,0.072751,-0.040653,0.236773,0.024656,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.08,0.0291,-0.030758,0.247355,-0.001652,edge_catch_heavy=wpu_sparse; edge_high_force=fewshot_learned_p0.01; no_catch=wpu_sparse,0.510582,0.646535,,,0.25,0.0,0.201734,,,0.107143,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.12; no_catch=wpu_sparse,,1.069807,,sparse_reference,summary,4
0.0,,,,,,,,,,,,,0.40873,0.666421,0.0,,,0.0,0.130788,0.0,,,,edge_catch_heavy,,,wpu_sparse,no_safe_candidate,
0.087301,,,,,,,,,,,,,0.65873,0.546258,-0.092275,,,0.742064,0.191554,-0.004957,,,,edge_high_force,,,fewshot_learned_p0.01,mechanism_safe_best,
0.0,,,,,,,,,,,,,0.551587,0.634652,0.0,,,0.0,0.277903,0.0,,,,no_catch,,,wpu_sparse,no_safe_candidate,
0.0291,True,True,,,,,,,,,,,0.539682,0.615777,-0.030758,True,0.25,0.247355,0.200082,-0.001652,True,,,,1.029776,-0.04003,edge_catch_heavy=wpu_sparse; edge_high_force=fewshot_learned_p0.01; no_catch=wpu_sparse,policy,
0.027778,True,True,,,,,,,,,,,0.53836,0.623103,-0.023432,True,0.25,0.18254,0.201494,-0.00024,True,,,,1.038719,-0.031087,edge_catch_heavy=fewshot_learned_p0.04; edge_high_force=source_learned_p0.12; no_catch=wpu_sparse,policy,
0.025132,True,True,,,,,,,,,,,0.535714,0.624777,-0.021758,True,0.25,0.146826,0.201666,-6.8e-05,True,,,,1.041787,-0.02802,edge_catch_heavy=source_learned_p0.12; edge_high_force=source_learned_p0.12; no_catch=wpu_sparse,policy,
0.017196,True,True,,,,,,,,,,,0.527778,0.626462,-0.020073,True,0.25,0.107143,0.20023,-0.001504,True,,,,1.043347,-0.02646,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.12; no_catch=wpu_sparse,policy,
0.0,True,True,,,,,,,,,,,0.510582,0.646535,0.0,True,0.25,0.0,0.201734,0.0,True,,,,1.069807,0.0,edge_catch_heavy=wpu_sparse; edge_high_force=wpu_sparse; no_catch=wpu_sparse,policy,
0.072751,True,False,,,,,,,,,,,0.583333,0.605882,-0.040653,False,0.25,0.236773,0.22639,0.024656,True,,,,1.014014,-0.055793,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.08,policy,
0.072751,True,False,,,,,,,,,,,0.583333,0.605313,-0.041222,False,0.25,0.231481,0.23094,0.029206,True,,,,1.013926,-0.055881,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=fewshot_learned_p0.12; no_catch=source_learned_p0.12,policy,
0.068783,True,False,,,,,,,,,,,0.579365,0.606325,-0.040211,False,0.25,0.246032,0.223984,0.02225,True,,,,1.015964,-0.053842,edge_catch_heavy=source_learned_p0.12; edge_high_force=fewshot_learned_p0.12; no_catch=source_learned_p0.12,policy,
0.068783,True,False,,,,,,,,,,,0.579365,0.605049,-0.041486,False,0.25,0.240741,0.227657,0.025923,True,,,,1.013568,-0.056239,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=source_learned_p0.08; no_catch=source_learned_p0.12,policy,
0.06746,True,False,,,,,,,,,,,0.578042,0.603997,-0.042539,False,0.25,0.231481,0.22531,0.023576,True,,,,1.011788,-0.058019,edge_catch_heavy=wpu_sparse; edge_high_force=fewshot_learned_p0.12; no_catch=source_learned_p0.08,policy,
0.06746,True,False,,,,,,,,,,,0.578042,0.605681,-0.040855,False,0.25,0.243387,0.227377,0.025643,True,,,,1.013692,-0.056115,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.04,policy,
0.066138,True,False,,,,,,,,,,,0.57672,0.609895,-0.03664,False,0.25,0.21164,0.223628,0.021894,True,,,,1.01975,-0.050056,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.12,policy,
0.066138,True,False,,,,,,,,,,,0.57672,0.620256,-0.026279,False,0.25,0.165344,0.237439,0.035705,True,,,,1.032706,-0.0371,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.066138,True,False,,,,,,,,,,,0.57672,0.618486,-0.028049,False,0.25,0.206349,0.238637,0.036903,True,,,,1.030081,-0.039726,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.08,policy,
0.066137,True,False,,,,,,,,,,,0.576719,0.603115,-0.04342,False,0.25,0.244709,0.22625,0.024516,True,,,,1.010815,-0.058992,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=source_learned_p0.08; no_catch=source_learned_p0.08,policy,
0.063492,True,False,,,,,,,,,,,0.574074,0.607961,-0.038574,False,0.25,0.215609,0.222221,0.020487,True,,,,1.016997,-0.05281,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.08,policy,
0.062169,True,False,,,,,,,,,,,0.572751,0.606417,-0.040118,False,0.25,0.239418,0.222439,0.020705,True,,,,1.015411,-0.054396,edge_catch_heavy=wpu_sparse; edge_high_force=fewshot_learned_p0.08; no_catch=source_learned_p0.12,policy,
0.062169,True,False,,,,,,,,,,,0.572751,0.604959,-0.041576,False,0.25,0.226191,0.223373,0.021639,True,,,,1.012829,-0.056978,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.12; no_catch=fewshot_learned_p0.12,policy,
0.062169,True,False,,,,,,,,,,,0.572751,0.604096,-0.042439,False,0.25,0.243386,0.223652,0.021918,True,,,,1.012718,-0.057089,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=source_learned_p0.04; no_catch=source_learned_p0.12,policy,
0.062169,True,False,,,,,,,,,,,0.572751,0.621156,-0.025379,False,0.25,0.239418,0.234762,0.033028,True,,,,1.034717,-0.03509,edge_catch_heavy=source_learned_p0.01; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.060847,True,False,,,,,,,,,,,0.571429,0.60801,-0.038526,False,0.25,0.206349,0.222548,0.020814,True,,,,1.017525,-0.052282,edge_catch_heavy=wpu_sparse; edge_high_force=fewshot_learned_p0.12; no_catch=source_learned_p0.12,policy,
0.059524,True,False,,,,,,,,,,,0.570106,0.608973,-0.037563,False,0.25,0.230159,0.215265,0.013531,True,,,,1.019036,-0.050771,edge_catch_heavy=source_learned_p0.12; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.08,policy,
0.059524,True,False,,,,,,,,,,,0.570106,0.607128,-0.039407,False,0.25,0.219577,0.223488,0.021754,True,,,,1.016551,-0.053255,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=source_learned_p0.08; no_catch=source_learned_p0.12,policy,
0.059524,True,False,,,,,,,,,,,0.570106,0.620984,-0.025551,False,0.25,0.248677,0.23274,0.031006,True,,,,1.03363,-0.036177,edge_catch_heavy=fewshot_learned_p0.01; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.059524,True,False,,,,,,,,,,,0.570106,0.623674,-0.022861,False,0.25,0.157408,0.233051,0.031317,True,,,,1.037168,-0.032638,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.059524,True,False,,,,,,,,,,,0.570106,0.617225,-0.02931,False,0.25,0.244709,0.235823,0.034089,True,,,,1.028203,-0.041604,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.04,policy,
0.059524,True,False,,,,,,,,,,,0.570106,0.621164,-0.025371,False,0.25,0.223545,0.236108,0.034374,True,,,,1.034786,-0.035021,edge_catch_heavy=source_learned_p0.02; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.058201,True,False,,,,,,,,,,,0.568783,0.603531,-0.043004,False,0.25,0.247355,0.223014,0.02128,True,,,,1.011109,-0.058698,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.08; no_catch=source_learned_p0.04,policy,
0.058201,True,False,,,,,,,,,,,0.568783,0.621163,-0.025372,False,0.25,0.228836,0.229155,0.027421,True,,,,1.033953,-0.035854,edge_catch_heavy=fewshot_learned_p0.02; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.056878,True,False,,,,,,,,,,,0.56746,0.60278,-0.043756,False,0.25,0.243386,0.218022,0.016288,True,,,,1.01058,-0.059227,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.04; no_catch=source_learned_p0.08,policy,
0.056878,True,False,,,,,,,,,,,0.56746,0.611974,-0.034561,False,0.25,0.190476,0.219459,0.017725,True,,,,1.022734,-0.047073,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.12,policy,
0.056878,True,False,,,,,,,,,,,0.56746,0.620756,-0.025779,False,0.25,0.207672,0.22943,0.027696,True,,,,1.033097,-0.03671,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=wpu_sparse; no_catch=source_learned_p0.01,policy,
0.056878,True,False,,,,,,,,,,,0.56746,0.622336,-0.0242,False,0.25,0.14418,0.23327,0.031536,True,,,,1.03569,-0.034117,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.056878,True,False,,,,,,,,,,,0.56746,0.620566,-0.02597,False,0.25,0.185185,0.234468,0.032734,True,,,,1.033064,-0.036742,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.08,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.611311,-0.035224,False,0.25,0.240741,0.212331,0.010597,True,,,,1.021705,-0.048102,edge_catch_heavy=fewshot_learned_p0.04; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.12,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.611418,-0.035117,False,0.25,0.226191,0.215683,0.013949,True,,,,1.02222,-0.047587,edge_catch_heavy=source_learned_p0.08; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.12,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.60814,-0.038396,False,0.25,0.234127,0.216532,0.014798,True,,,,1.01859,-0.051217,edge_catch_heavy=source_learned_p0.12; edge_high_force=source_learned_p0.08; no_catch=source_learned_p0.12,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.608377,-0.038158,False,0.25,0.218254,0.218985,0.017251,True,,,,1.017291,-0.052516,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.04,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.621673,-0.024863,False,0.25,0.194445,0.226142,0.024408,True,,,,1.034661,-0.035146,edge_catch_heavy=fewshot_learned_p0.04; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.619673,-0.026862,False,0.25,0.224868,0.22637,0.024636,True,,,,1.031549,-0.038258,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=wpu_sparse; no_catch=source_learned_p0.00,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.621318,-0.025217,False,0.25,0.208995,0.227117,0.025383,True,,,,1.034845,-0.034962,edge_catch_heavy=source_learned_p0.04; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.619903,-0.026633,False,0.25,0.23545,0.22734,0.025606,True,,,,1.032036,-0.037771,edge_catch_heavy=fewshot_learned_p0.04; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.08,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.625955,-0.02058,False,0.25,0.12963,0.227894,0.02616,True,,,,1.040473,-0.029333,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=wpu_sparse; no_catch=source_learned_p0.08,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.619548,-0.026987,False,0.25,0.25,0.228315,0.026581,True,,,,1.032219,-0.037587,edge_catch_heavy=source_learned_p0.04; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.08,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.622569,-0.023966,False,0.25,0.183862,0.229414,0.02768,True,,,,1.035667,-0.034139,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=wpu_sparse; no_catch=source_learned_p0.02,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.621779,-0.024756,False,0.25,0.179894,0.229494,0.02776,True,,,,1.035176,-0.034631,edge_catch_heavy=source_learned_p0.08; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.624574,-0.021961,False,0.25,0.231482,0.230374,0.02864,True,,,,1.039179,-0.030628,edge_catch_heavy=source_learned_p0.01; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.055556,True,False,,,,,,,,,,,0.566138,0.620009,-0.026526,False,0.25,0.2209,0.230692,0.028958,True,,,,1.032551,-0.037256,edge_catch_heavy=source_learned_p0.08; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.08,policy,
0.055555,True,False,,,,,,,,,,,0.566137,0.613433,-0.033102,False,0.25,0.227513,0.224164,0.02243,True,,,,1.025843,-0.043964,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=fewshot_learned_p0.08; no_catch=wpu_sparse,policy,
0.054233,True,False,,,,,,,,,,,0.564815,0.60497,-0.041565,False,0.25,0.239418,0.216489,0.014755,True,,,,1.013929,-0.055878,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.02; no_catch=source_learned_p0.12,policy,
0.054233,True,False,,,,,,,,,,,0.564815,0.605812,-0.040724,False,0.25,0.219577,0.217858,0.016124,True,,,,1.014414,-0.055393,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.08; no_catch=source_learned_p0.08,policy,
0.054233,True,False,,,,,,,,,,,0.564815,0.605461,-0.041074,False,0.25,0.243386,0.218746,0.017012,True,,,,1.015001,-0.054806,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.01; no_catch=source_learned_p0.12,policy,
0.054233,True,False,,,,,,,,,,,0.564815,0.615026,-0.03151,False,0.25,0.194444,0.224273,0.022539,True,,,,1.027957,-0.04185,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=fewshot_learned_p0.12; no_catch=wpu_sparse,policy,
0.054233,True,False,,,,,,,,,,,0.564815,0.625915,-0.020621,False,0.25,0.223545,0.226112,0.024378,True,,,,1.041139,-0.028667,edge_catch_heavy=source_learned_p0.00; edge_high_force=wpu_sparse; no_catch=source_learned_p0.08,policy,
0.05291,True,False,,,,,,,,,,,0.563492,0.612986,-0.03355,False,0.25,0.205027,0.212503,0.010769,True,,,,1.024772,-0.045034,edge_catch_heavy=source_learned_p0.12; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.12,policy,
0.05291,True,False,,,,,,,,,,,0.563492,0.623347,-0.023188,False,0.25,0.15873,0.226313,0.024579,True,,,,1.037728,-0.032078,edge_catch_heavy=source_learned_p0.12; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.12,policy,
0.05291,True,False,,,,,,,,,,,0.563492,0.621577,-0.024958,False,0.25,0.199736,0.227512,0.025778,True,,,,1.035103,-0.034704,edge_catch_heavy=source_learned_p0.12; edge_high_force=wpu_sparse; no_catch=fewshot_learned_p0.08,policy,
0.05291,True,False,,,,,,,,,,,0.563492,0.624402,-0.022133,False,0.25,0.240741,0.228352,0.026618,True,,,,1.038092,-0.031715,edge_catch_heavy=fewshot_learned_p0.01; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.05291,True,False,,,,,,,,,,,0.563492,0.624582,-0.021953,False,0.25,0.215609,0.23172,0.029986,True,,,,1.039248,-0.030559,edge_catch_heavy=source_learned_p0.02; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.051588,True,False,,,,,,,,,,,0.56217,0.624581,-0.021954,False,0.25,0.2209,0.224766,0.023032,True,,,,1.038415,-0.031392,edge_catch_heavy=fewshot_learned_p0.02; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.051587,True,False,,,,,,,,,,,0.562169,0.610658,-0.035878,False,0.25,0.190476,0.213829,0.012095,True,,,,1.020596,-0.049211,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.08,policy,
0.051587,True,False,,,,,,,,,,,0.562169,0.607272,-0.039264,False,0.25,0.244709,0.215348,0.013614,True,,,,1.01579,-0.054017,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.12; no_catch=source_learned_p0.02,policy,
0.051587,True,False,,,,,,,,,,,0.562169,0.625887,-0.020648,False,0.25,0.231481,0.221172,0.019438,True,,,,1.040145,-0.029661,edge_catch_heavy=fewshot_learned_p0.00; edge_high_force=wpu_sparse; no_catch=source_learned_p0.08,policy,
0.051587,True,False,,,,,,,,,,,0.562169,0.626855,-0.01968,False,0.25,0.203704,0.225218,0.023484,True,,,,1.042484,-0.027323,edge_catch_heavy=source_learned_p0.01; edge_high_force=wpu_sparse; no_catch=source_learned_p0.08,policy,
0.050265,True,False,,,,,,,,,,,0.560847,0.606793,-0.039743,False,0.25,0.218254,0.21526,0.013526,True,,,,1.016317,-0.05349,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.04; no_catch=source_learned_p0.12,policy,
0.050265,True,False,,,,,,,,,,,0.560847,0.625754,-0.020782,False,0.25,0.136244,0.228881,0.027147,True,,,,1.040152,-0.029655,edge_catch_heavy=fewshot_learned_p0.12; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.048942,True,False,,,,,,,,,,,0.559524,0.625091,-0.021445,False,0.25,0.186508,0.221753,0.020019,True,,,,1.039123,-0.030684,edge_catch_heavy=fewshot_learned_p0.04; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.048942,True,False,,,,,,,,,,,0.559524,0.624736,-0.021799,False,0.25,0.201058,0.222729,0.020995,True,,,,1.039307,-0.0305,edge_catch_heavy=source_learned_p0.04; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.048942,True,False,,,,,,,,,,,0.559524,0.626683,-0.019852,False,0.25,0.212963,0.223196,0.021462,True,,,,1.041397,-0.02841,edge_catch_heavy=fewshot_learned_p0.01; edge_high_force=wpu_sparse; no_catch=source_learned_p0.08,policy,
0.048942,True,False,,,,,,,,,,,0.559524,0.625197,-0.021338,False,0.25,0.171958,0.225105,0.023371,True,,,,1.039638,-0.030169,edge_catch_heavy=source_learned_p0.08; edge_high_force=wpu_sparse; no_catch=source_learned_p0.04,policy,
0.048942,True,False,,,,,,,,,,,0.559524,0.629968,-0.016567,False,0.25,0.104497,0.225132,0.023398,True,,,,1.04621,-0.023597,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=wpu_sparse; no_catch=source_learned_p0.12,policy,
0.048942,True,False,,,,,,,,,,,0.559524,0.626863,-0.019673,False,0.25,0.187831,0.226563,0.024829,True,,,,1.042553,-0.027254,edge_catch_heavy=source_learned_p0.02; edge_high_force=wpu_sparse; no_catch=source_learned_p0.08,policy,
0.048942,True,False,,,,,,,,,,,0.559524,0.623477,-0.023059,False,0.25,0.242063,0.228083,0.026349,True,,,,1.037747,-0.03206,edge_catch_heavy=source_learned_p0.02; edge_high_force=wpu_sparse; no_catch=source_learned_p0.02,policy,
0.047619,True,False,,,,,,,,,,,0.558201,0.609825,-0.036711,False,0.25,0.194444,0.215096,0.013362,True,,,,1.02015,-0.049656,edge_catch_heavy=wpu_sparse; edge_high_force=source_learned_p0.08; no_catch=source_learned_p0.12,policy,
0.047619,True,False,,,,,,,,,,,0.558201,0.611986,-0.034549,False,0.25,0.227513,0.218214,0.01648,True,,,,1.024361,-0.045446,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=source_learned_p0.02; no_catch=wpu_sparse,policy,
0.047619,True,False,,,,,,,,,,,0.558201,0.626862,-0.019673,False,0.25,0.193122,0.21961,0.017876,True,,,,1.04172,-0.028087,edge_catch_heavy=fewshot_learned_p0.02; edge_high_force=wpu_sparse; no_catch=source_learned_p0.08,policy,
0.047619,True,False,,,,,,,,,,,0.558201,0.611628,-0.034908,False,0.25,0.239418,0.219706,0.017972,True,,,,1.024281,-0.045526,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=source_learned_p0.00; no_catch=wpu_sparse,policy,
0.047619,True,False,,,,,,,,,,,0.558201,0.612477,-0.034058,False,0.25,0.231482,0.220471,0.018737,True,,,,1.025433,-0.044374,edge_catch_heavy=fewshot_learned_p0.08; edge_high_force=source_learned_p0.01; no_catch=wpu_sparse,policy,
